id,temp_ar,radiacao_solar,precipitacao_clima,qtd_agua_necessaria,precipitacao_chuva,Qtd_Agua_apos_chuva,hora_irrig,data_irrig,umidade_solo,temp_solo,cidade,ph_solo,herosao,veloc_vento,umidade_relativ,plantacoes_nomes,tipo_plantacao
84102,19 C°,680,0.9,403.9,12.2,403.2,01:13:30,27/08/19,71%,18 C°,Limoeiro do Norte,['neutro'],Falso,15.7,72%,Cana-de-Acucar,Milho: Cereal
72952,24 C°,660,1.3,634.9,5.1,633.8,23:20:27,04/02/19,36%,24 C°,Limoeiro do Norte,['neutro'],Falso,7.3,25%,Banana,Abacaxi: Fruta
11084,30 C°,660,1.8,239.2,18.5,238.1,22:30:21,10/05/18,42%,22 C°,Limoeiro do Norte,['ácido'],Falso,16.5,64%,Mamao,Feijao: Leguminosa
45607,29 C°,640,0.8,389.2,15.5,388.7,02:03:01,17/11/19,50%,21 C°,Limoeiro do Norte,['alcalino'],Falso,15.2,53%,Abacaxi,Mamao: Fruta
70003,17 C°,200,1.1,523.7,11.5,522.7,18:32:00,27/07/19,15%,20 C°,Limoeiro do Norte,['ácido'],Falso,15.9,30%,Abacaxi,Cana-de-Acucar: Cereal
33233,25 C°,320,0.7,674.4,13.9,672.5,09:58:30,16/03/21,14%,18 C°,Limoeiro do Norte,['neutro'],Falso,16.0,21%,Mamao,Milho: Cereal
39592,26 C°,740,0.6,391.3,18.5,390.1,19:56:08,04/01/20,64%,21 C°,Limoeiro do Norte,['neutro'],Falso,5.6,43%,Mamao,Milho: Cereal
33456,21 C°,480,1.7,575.5,14.2,574.5,07:33:33,08/07/19,57%,19 C°,Limoeiro do Norte,['ácido'],Falso,16.7,89%,Milho,Melancia: Fruta
28406,26 C°,440,1.6,731.6,7.4,729.7,20:46:20,15/02/21,50%,22 C°,Limoeiro do Norte,['ácido'],Falso,5.1,42%,Mamao,Mamao: Fruta
91690,18 C°,280,0.5,569.5,14.3,569.4,00:47:40,24/02/18,18%,24 C°,Limoeiro do Norte,['ácido'],Falso,14.5,74%,Abacaxi,Milho: Cereal
06045,31 C°,960,1.0,339.8,0.8,338.9,17:30:14,05/03/23,67%,19 C°,Limoeiro do Norte,['neutro'],Falso,8.6,21%,Melancia,Cana-de-Acucar: Cereal
71885,25 C°,340,1.5,214.6,7.7,213.2,23:31:44,29/08/21,49%,21 C°,Limoeiro do Norte,['alcalino'],Falso,12.1,20%,Banana,Melancia: Fruta
92139,22 C°,180,1.0,722.1,8.1,720.3,16:40:16,22/12/23,13%,20 C°,Limoeiro do Norte,['alcalino'],Falso,14.8,76%,Mamao,Mamao: Fruta
12617,29 C°,300,0.9,212.8,3.3,211.2,19:28:51,08/02/21,41%,22 C°,Limoeiro do Norte,['ácido'],Falso,16.9,67%,Melancia,Melancia: Fruta
54327,22 C°,120,0.4,724.8,0.5,723.6,08:06:04,09/12/18,78%,18 C°,Limoeiro do Norte,['alcalino'],Falso,16.5,50%,Melancia,Milho: Cereal
07673,23 C°,400,1.0,517.4,2.7,516.6,14:29:10,22/02/21,56%,17 C°,Limoeiro do Norte,['neutro'],Falso,4.8,89%,Mamao,Banana: Fruta
43861,27 C°,800,0.3,763.4,13.1,763.3,10:58:34,30/05/22,32%,21 C°,Limoeiro do Norte,['alcalino'],Falso,10.3,41%,Cana-de-Acucar,Melancia: Fruta
13106,33 C°,320,0.9,679.3,16.0,679.0,04:10:42,21/06/22,56%,18 C°,Limoeiro do Norte,['ácido'],Falso,9.4,28%,Banana,Cana-de-Acucar: Cereal
60118,34 C°,100,1.5,798.8,19.8,797.4,06:56:59,31/07/21,13%,23 C°,Limoeiro do Norte,['alcalino'],Falso,11.2,85%,Cana-de-Acucar,Mamao: Fruta
02069,31 C°,860,0.6,410.4,6.9,409.1,01:18:17,09/10/20,30%,21 C°,Limoeiro do Norte,['ácido'],Falso,3.8,48%,Banana,Milho: Cereal
86804,31 C°,300,1.9,660.3,12.0,659.1,08:50:56,22/04/22,53%,20 C°,Limoeiro do Norte,['alcalino'],Falso,12.9,14%,Mamao,Cana-de-Acucar: Cereal
61393,22 C°,940,1.1,441.2,18.7,440.5,20:01:01,09/12/23,16%,17 C°,Limoeiro do Norte,['alcalino'],Falso,9.4,42%,Milho,Mamao: Fruta
63402,22 C°,200,1.1,487.9,3.3,486.4,09:12:36,22/05/19,16%,22 C°,Limoeiro do Norte,['neutro'],Falso,15.4,11%,Banana,Banana: Fruta
73408,30 C°,120,1.1,576.5,14.4,575.2,17:45:36,15/10/22,13%,20 C°,Limoeiro do Norte,['ácido'],Falso,6.2,41%,Cana-de-Acucar,Banana: Fruta
36130,17 C°,740,0.5,724.2,15.1,723.1,03:21:40,12/04/18,47%,24 C°,Limoeiro do Norte,['alcalino'],Falso,11.2,78%,Mamao,Melancia: Fruta
99412,32 C°,120,1.1,790.5,1.8,790.2,11:29:43,18/06/19,28%,22 C°,Limoeiro do Norte,['neutro'],Falso,5.3,10%,Mamao,Milho: Cereal
53745,31 C°,640,0.7,661.0,17.2,659.2,20:00:51,09/02/21,64%,23 C°,Limoeiro do Norte,['ácido'],Falso,7.6,11%,Cana-de-Acucar,Mamao: Fruta
38403,33 C°,920,1.1,450.7,16.3,450.2,10:04:48,17/07/20,28%,20 C°,Limoeiro do Norte,['alcalino'],Falso,14.8,32%,Milho,Mamao: Fruta
60072,18 C°,500,1.4,452.8,0.7,451.9,21:17:13,09/07/19,25%,17 C°,Limoeiro do Norte,['alcalino'],Falso,6.9,63%,Feijao,Melancia: Fruta
83100,20 C°,340,1.6,642.5,1.8,641.9,15:09:09,12/11/21,41%,18 C°,Limoeiro do Norte,['ácido'],Falso,9.5,79%,Milho,Mamao: Fruta
39301,25 C°,1000,0.8,343.3,1.0,341.9,15:19:22,17/11/20,65%,23 C°,Limoeiro do Norte,['ácido'],Falso,10.2,58%,Mamao,Banana: Fruta
90377,23 C°,220,0.8,266.3,6.7,264.7,03:41:22,15/04/21,35%,24 C°,Limoeiro do Norte,['neutro'],Falso,14.1,63%,Banana,Mamao: Fruta
59196,26 C°,180,0.5,412.8,10.2,412.4,20:58:20,21/01/22,27%,17 C°,Limoeiro do Norte,['ácido'],Falso,3.4,66%,Feijao,Banana: Fruta
96059,23 C°,760,1.1,372.3,10.6,371.2,01:58:47,12/05/23,12%,19 C°,Limoeiro do Norte,['neutro'],Falso,13.0,70%,Milho,Banana: Fruta
91267,25 C°,500,1.0,377.8,5.4,376.5,12:15:51,27/01/22,53%,21 C°,Limoeiro do Norte,['alcalino'],Falso,14.4,66%,Melancia,Mamao: Fruta
42403,33 C°,200,1.4,340.2,18.2,339.9,11:17:44,26/06/23,24%,23 C°,Limoeiro do Norte,['ácido'],Falso,3.1,16%,Banana,Feijao: Leguminosa
57235,27 C°,400,0.3,225.3,7.4,223.6,02:12:20,20/07/22,73%,18 C°,Limoeiro do Norte,['neutro'],Falso,17.7,58%,Melancia,Melancia: Fruta
29612,31 C°,980,0.3,210.7,0.9,208.8,19:47:57,10/10/18,63%,23 C°,Limoeiro do Norte,['neutro'],Falso,3.7,18%,Mamao,Mamao: Fruta
85371,32 C°,140,0.9,792.6,6.0,791.4,16:04:05,30/05/18,68%,21 C°,Limoeiro do Norte,['ácido'],Falso,15.9,48%,Milho,Melancia: Fruta
39808,25 C°,520,1.5,456.7,10.6,456.6,01:12:31,24/11/22,12%,17 C°,Limoeiro do Norte,['ácido'],Falso,6.9,84%,Abacaxi,Cana-de-Acucar: Cereal
83226,27 C°,740,1.9,430.6,8.2,429.8,18:44:10,18/11/19,17%,19 C°,Limoeiro do Norte,['ácido'],Falso,9.1,86%,Milho,Cana-de-Acucar: Cereal
79051,26 C°,800,0.9,607.8,5.5,607.7,09:22:15,18/01/18,40%,19 C°,Limoeiro do Norte,['neutro'],Falso,13.5,32%,Mamao,Mamao: Fruta
41802,30 C°,160,1.6,331.0,2.6,329.7,16:43:10,05/11/20,53%,24 C°,Limoeiro do Norte,['neutro'],Falso,17.4,45%,Mamao,Mamao: Fruta
28042,27 C°,160,0.4,770.0,16.4,768.2,16:09:36,09/03/20,49%,18 C°,Limoeiro do Norte,['neutro'],Falso,10.3,89%,Mamao,Mamao: Fruta
01294,28 C°,780,1.4,671.8,19.9,669.9,16:03:28,18/07/21,79%,18 C°,Limoeiro do Norte,['alcalino'],Falso,16.2,70%,Mamao,Cana-de-Acucar: Cereal
27764,34 C°,620,1.4,253.6,6.6,252.5,11:13:18,23/12/18,10%,21 C°,Limoeiro do Norte,['neutro'],Falso,7.9,85%,Banana,Cana-de-Acucar: Cereal
45456,31 C°,860,1.8,450.5,7.6,450.3,15:28:54,10/10/19,76%,18 C°,Limoeiro do Norte,['alcalino'],Falso,8.6,53%,Milho,Banana: Fruta
51128,31 C°,700,0.8,727.5,12.4,726.9,16:34:33,22/03/20,50%,24 C°,Limoeiro do Norte,['neutro'],Falso,14.1,10%,Cana-de-Acucar,Mamao: Fruta
49160,29 C°,480,1.2,766.8,14.4,765.3,21:30:31,11/02/18,70%,20 C°,Limoeiro do Norte,['alcalino'],Falso,15.4,29%,Mamao,Mamao: Fruta
83836,26 C°,100,1.9,480.4,7.8,478.6,06:59:58,18/04/22,64%,21 C°,Limoeiro do Norte,['neutro'],Falso,13.5,21%,Mamao,Mamao: Fruta
78757,24 C°,500,0.3,568.0,18.1,567.0,00:09:16,04/11/22,56%,18 C°,Limoeiro do Norte,['neutro'],Falso,7.8,13%,Milho,Banana: Fruta
45736,27 C°,1000,1.8,300.2,11.2,299.7,22:06:05,22/11/23,75%,22 C°,Limoeiro do Norte,['alcalino'],Falso,4.3,41%,Banana,Milho: Cereal
68784,34 C°,400,1.1,794.7,9.0,793.9,15:36:32,18/07/18,76%,20 C°,Limoeiro do Norte,['neutro'],Falso,15.6,13%,Melancia,Feijao: Leguminosa
92117,34 C°,920,0.1,339.0,12.9,337.3,11:13:51,12/08/21,68%,22 C°,Limoeiro do Norte,['ácido'],Falso,6.4,40%,Mamao,Melancia: Fruta
93895,27 C°,360,1.8,765.6,19.1,764.8,10:14:30,19/09/21,16%,19 C°,Limoeiro do Norte,['alcalino'],Falso,17.8,13%,Feijao,Abacaxi: Fruta
49057,21 C°,620,0.5,589.8,15.9,588.0,22:12:11,27/11/20,26%,20 C°,Limoeiro do Norte,['alcalino'],Falso,17.3,63%,Feijao,Cana-de-Acucar: Cereal
15917,27 C°,480,0.8,564.6,0.8,564.4,05:59:57,05/05/19,22%,22 C°,Limoeiro do Norte,['ácido'],Falso,13.3,42%,Cana-de-Acucar,Cana-de-Acucar: Cereal
21092,25 C°,760,0.8,507.6,6.6,507.2,03:18:50,06/06/23,41%,23 C°,Limoeiro do Norte,['alcalino'],Falso,7.6,33%,Abacaxi,Mamao: Fruta
36785,27 C°,460,0.8,338.4,9.4,338.1,07:56:49,18/11/19,34%,19 C°,Limoeiro do Norte,['ácido'],Falso,3.8,59%,Milho,Banana: Fruta
15601,28 C°,100,1.9,305.9,6.3,305.2,14:34:42,02/08/18,63%,21 C°,Limoeiro do Norte,['ácido'],Falso,14.4,18%,Feijao,Milho: Cereal
42938,22 C°,440,0.1,332.3,14.0,331.4,10:58:33,19/10/21,35%,22 C°,Limoeiro do Norte,['neutro'],Falso,14.2,77%,Melancia,Milho: Cereal
30129,18 C°,800,0.1,311.9,16.5,310.2,07:06:09,18/03/23,12%,20 C°,Limoeiro do Norte,['ácido'],Falso,11.0,36%,Melancia,Mamao: Fruta
90101,17 C°,280,1.5,667.8,14.6,667.7,09:48:31,02/04/22,28%,19 C°,Limoeiro do Norte,['neutro'],Falso,5.7,28%,Mamao,Melancia: Fruta
16412,24 C°,220,0.6,410.1,19.8,409.9,20:55:33,03/06/19,20%,17 C°,Limoeiro do Norte,['ácido'],Falso,10.7,77%,Milho,Cana-de-Acucar: Cereal
75468,32 C°,780,0.8,234.7,5.5,234.6,20:13:06,23/12/23,51%,17 C°,Limoeiro do Norte,['neutro'],Falso,15.0,59%,Cana-de-Acucar,Melancia: Fruta
38836,23 C°,780,1.5,781.5,17.5,780.5,18:40:44,20/09/20,40%,22 C°,Limoeiro do Norte,['alcalino'],Falso,14.4,26%,Abacaxi,Melancia: Fruta
09662,25 C°,140,1.4,730.3,15.3,729.5,15:10:50,21/02/20,45%,22 C°,Limoeiro do Norte,['neutro'],Falso,9.0,36%,Mamao,Mamao: Fruta
57399,22 C°,340,1.7,756.7,7.2,756.5,03:32:30,25/12/18,55%,19 C°,Limoeiro do Norte,['neutro'],Falso,10.0,73%,Mamao,Milho: Cereal
33377,35 C°,360,1.2,796.9,14.7,796.6,16:05:53,29/09/19,14%,18 C°,Limoeiro do Norte,['neutro'],Falso,10.4,69%,Abacaxi,Feijao: Leguminosa
88541,23 C°,160,1.3,304.3,2.1,303.2,17:04:42,21/04/23,56%,22 C°,Limoeiro do Norte,['ácido'],Falso,9.8,65%,Milho,Mamao: Fruta
13063,26 C°,360,1.9,437.7,15.8,437.4,22:16:02,18/06/22,19%,21 C°,Limoeiro do Norte,['neutro'],Falso,13.2,34%,Feijao,Feijao: Leguminosa
69644,17 C°,720,0.6,654.9,10.6,653.3,09:52:21,09/05/20,67%,18 C°,Limoeiro do Norte,['neutro'],Falso,14.6,65%,Cana-de-Acucar,Cana-de-Acucar: Cereal
22233,19 C°,400,0.4,617.6,5.8,616.4,12:04:58,08/10/18,13%,21 C°,Limoeiro do Norte,['alcalino'],Falso,7.8,86%,Mamao,Mamao: Fruta
95261,18 C°,460,1.8,292.3,13.1,291.3,06:42:38,13/02/18,62%,23 C°,Limoeiro do Norte,['ácido'],Falso,9.8,44%,Banana,Melancia: Fruta
07650,22 C°,720,0.5,689.5,12.8,688.5,22:32:31,24/01/22,41%,24 C°,Limoeiro do Norte,['neutro'],Falso,15.4,85%,Feijao,Abacaxi: Fruta
89479,17 C°,680,0.8,334.7,4.2,333.1,02:57:32,24/12/20,13%,17 C°,Limoeiro do Norte,['neutro'],Falso,12.0,37%,Mamao,Banana: Fruta
72776,33 C°,320,1.0,334.3,0.6,333.7,09:05:26,27/12/18,31%,20 C°,Limoeiro do Norte,['neutro'],Falso,17.5,49%,Banana,Mamao: Fruta
09896,32 C°,320,1.8,522.2,8.7,520.3,15:42:10,04/11/21,55%,17 C°,Limoeiro do Norte,['ácido'],Falso,12.8,14%,Melancia,Mamao: Fruta
81730,24 C°,980,1.2,555.8,11.4,554.3,22:46:41,05/02/18,59%,21 C°,Limoeiro do Norte,['neutro'],Falso,7.6,33%,Mamao,Cana-de-Acucar: Cereal
27799,21 C°,900,0.6,548.1,17.5,548.0,07:46:55,06/12/22,11%,24 C°,Limoeiro do Norte,['neutro'],Falso,4.3,82%,Melancia,Milho: Cereal
79753,32 C°,220,1.9,254.9,18.6,254.7,22:21:27,07/07/21,39%,23 C°,Limoeiro do Norte,['alcalino'],Falso,9.6,15%,Milho,Cana-de-Acucar: Cereal
89033,22 C°,840,0.7,726.5,10.6,726.0,08:27:16,11/01/23,30%,23 C°,Limoeiro do Norte,['ácido'],Falso,3.6,89%,Mamao,Mamao: Fruta
52417,35 C°,580,0.4,359.4,15.1,358.5,07:35:45,13/03/19,42%,18 C°,Limoeiro do Norte,['ácido'],Falso,13.5,10%,Feijao,Cana-de-Acucar: Cereal
52049,22 C°,460,1.2,277.7,8.8,277.2,07:27:33,11/11/18,25%,20 C°,Limoeiro do Norte,['alcalino'],Falso,11.2,26%,Mamao,Cana-de-Acucar: Cereal
63422,25 C°,660,0.8,733.2,14.9,731.8,13:00:09,10/12/18,27%,19 C°,Limoeiro do Norte,['alcalino'],Falso,14.1,26%,Feijao,Mamao: Fruta
09595,31 C°,420,1.0,773.4,4.1,772.9,15:09:53,10/06/20,76%,19 C°,Limoeiro do Norte,['ácido'],Falso,4.0,43%,Melancia,Feijao: Leguminosa
35000,35 C°,340,0.2,717.3,7.4,715.6,07:51:47,12/10/21,41%,18 C°,Limoeiro do Norte,['alcalino'],Falso,7.6,48%,Mamao,Feijao: Leguminosa
13685,21 C°,280,1.8,685.7,12.7,684.0,01:06:59,13/08/21,42%,19 C°,Limoeiro do Norte,['neutro'],Falso,11.1,66%,Melancia,Abacaxi: Fruta
69072,18 C°,400,1.3,593.1,0.4,592.0,05:34:14,05/01/22,33%,23 C°,Limoeiro do Norte,['alcalino'],Falso,17.7,51%,Cana-de-Acucar,Milho: Cereal
15393,21 C°,800,1.8,530.5,14.4,530.0,00:12:50,24/09/21,63%,23 C°,Limoeiro do Norte,['neutro'],Falso,9.7,40%,Cana-de-Acucar,Melancia: Fruta
89976,30 C°,160,1.6,252.2,16.7,251.2,03:31:42,13/01/22,26%,23 C°,Limoeiro do Norte,['alcalino'],Falso,6.4,75%,Banana,Mamao: Fruta
10698,26 C°,960,0.4,445.1,8.0,444.0,20:08:32,22/10/22,73%,24 C°,Limoeiro do Norte,['alcalino'],Falso,15.9,16%,Mamao,Feijao: Leguminosa
15612,26 C°,1000,0.6,423.6,9.0,422.1,01:04:46,17/05/23,17%,17 C°,Limoeiro do Norte,['alcalino'],Falso,8.7,64%,Melancia,Feijao: Leguminosa
15076,25 C°,600,1.1,355.9,17.0,355.3,14:23:09,29/12/18,63%,24 C°,Limoeiro do Norte,['ácido'],Falso,16.1,90%,Abacaxi,Melancia: Fruta
28698,28 C°,840,0.8,634.1,15.5,632.8,22:45:43,19/08/23,46%,18 C°,Limoeiro do Norte,['alcalino'],Falso,7.7,66%,Cana-de-Acucar,Banana: Fruta
24491,25 C°,320,0.9,497.5,5.8,497.3,00:24:55,31/01/23,16%,18 C°,Limoeiro do Norte,['alcalino'],Falso,15.8,49%,Melancia,Mamao: Fruta
84727,19 C°,720,1.8,248.6,6.5,248.1,10:19:00,10/02/20,41%,20 C°,Limoeiro do Norte,['neutro'],Falso,4.9,66%,Milho,Milho: Cereal
43329,35 C°,200,0.9,332.1,13.6,330.8,19:59:35,12/05/19,42%,22 C°,Limoeiro do Norte,['ácido'],Falso,12.0,34%,Banana,Abacaxi: Fruta
62673,17 C°,880,1.7,610.0,11.3,608.4,14:55:34,13/11/18,60%,20 C°,Limoeiro do Norte,['ácido'],Falso,4.7,38%,Mamao,Melancia: Fruta
07857,29 C°,1000,0.2,245.7,3.2,244.9,01:42:23,10/03/19,62%,19 C°,Limoeiro do Norte,['ácido'],Falso,12.3,19%,Abacaxi,Banana: Fruta
11973,22 C°,320,0.2,710.7,6.2,709.8,13:22:28,11/02/19,66%,24 C°,Limoeiro do Norte,['alcalino'],Falso,4.7,77%,Abacaxi,Mamao: Fruta
55902,23 C°,960,1.8,497.1,18.0,495.6,22:54:10,05/01/23,15%,23 C°,Limoeiro do Norte,['neutro'],Falso,7.3,69%,Mamao,Mamao: Fruta
90523,20 C°,540,0.9,488.4,13.8,487.9,01:07:31,17/07/20,25%,24 C°,Limoeiro do Norte,['neutro'],Falso,15.2,14%,Melancia,Feijao: Leguminosa
49853,34 C°,700,1.2,555.4,19.7,554.9,23:08:03,28/12/20,65%,24 C°,Limoeiro do Norte,['neutro'],Falso,16.5,28%,Feijao,Abacaxi: Fruta
58899,18 C°,720,1.2,694.8,15.3,693.8,11:33:16,17/12/19,61%,22 C°,Limoeiro do Norte,['alcalino'],Falso,15.9,89%,Banana,Milho: Cereal
93664,21 C°,480,0.6,408.7,18.8,408.2,18:47:39,18/03/19,28%,21 C°,Limoeiro do Norte,['neutro'],Falso,8.1,64%,Milho,Melancia: Fruta
50765,22 C°,1000,0.4,606.8,4.3,606.1,00:36:59,17/05/20,13%,20 C°,Limoeiro do Norte,['neutro'],Falso,17.4,15%,Feijao,Melancia: Fruta
60116,29 C°,860,0.8,539.4,15.4,538.1,15:57:40,04/05/20,28%,24 C°,Limoeiro do Norte,['alcalino'],Falso,3.3,14%,Mamao,Mamao: Fruta
73550,18 C°,380,0.5,360.2,0.4,358.8,20:57:08,24/04/19,32%,17 C°,Limoeiro do Norte,['alcalino'],Falso,9.5,23%,Banana,Mamao: Fruta
46117,17 C°,940,0.3,727.2,13.4,726.9,02:09:06,15/03/22,59%,18 C°,Limoeiro do Norte,['neutro'],Falso,10.1,37%,Milho,Mamao: Fruta
51358,22 C°,500,0.9,678.5,9.4,678.2,13:19:57,29/10/18,52%,24 C°,Limoeiro do Norte,['ácido'],Falso,12.5,34%,Milho,Banana: Fruta
98280,26 C°,480,0.6,595.1,6.9,595.0,04:03:55,12/02/19,29%,23 C°,Limoeiro do Norte,['ácido'],Falso,9.4,69%,Mamao,Mamao: Fruta
45537,33 C°,360,0.9,710.3,17.2,709.8,13:38:29,19/04/22,79%,21 C°,Limoeiro do Norte,['alcalino'],Falso,5.9,34%,Abacaxi,Cana-de-Acucar: Cereal
04842,23 C°,980,1.0,720.4,17.1,719.8,12:23:57,04/02/19,61%,24 C°,Limoeiro do Norte,['alcalino'],Falso,11.1,43%,Feijao,Banana: Fruta
66139,25 C°,340,0.3,625.0,0.4,623.6,01:35:01,31/08/22,10%,19 C°,Limoeiro do Norte,['neutro'],Falso,14.2,82%,Banana,Milho: Cereal
05401,23 C°,500,0.6,702.2,12.2,701.6,06:55:09,17/12/21,64%,23 C°,Limoeiro do Norte,['ácido'],Falso,16.1,32%,Mamao,Cana-de-Acucar: Cereal
12163,29 C°,420,1.6,618.5,7.4,616.8,21:32:57,13/04/22,52%,21 C°,Limoeiro do Norte,['ácido'],Falso,13.2,57%,Melancia,Feijao: Leguminosa
02357,17 C°,600,0.9,608.1,8.3,606.9,21:25:11,15/10/19,27%,21 C°,Limoeiro do Norte,['alcalino'],Falso,4.3,42%,Feijao,Feijao: Leguminosa
60996,19 C°,940,1.7,571.2,16.6,569.3,17:56:07,28/05/23,36%,17 C°,Limoeiro do Norte,['alcalino'],Falso,7.6,46%,Abacaxi,Feijao: Leguminosa
32879,26 C°,940,0.2,651.6,6.2,651.2,17:35:37,21/04/20,39%,20 C°,Limoeiro do Norte,['neutro'],Falso,5.9,19%,Milho,Abacaxi: Fruta
23698,28 C°,220,0.3,295.2,18.9,293.7,04:36:25,30/01/22,65%,24 C°,Limoeiro do Norte,['neutro'],Falso,10.7,45%,Mamao,Milho: Cereal
24048,30 C°,140,1.4,728.5,3.6,728.2,15:57:14,01/09/22,74%,18 C°,Limoeiro do Norte,['alcalino'],Falso,14.6,13%,Cana-de-Acucar,Mamao: Fruta
14597,19 C°,580,1.2,723.1,13.3,722.9,17:42:37,05/03/19,48%,18 C°,Limoeiro do Norte,['ácido'],Falso,12.9,56%,Feijao,Melancia: Fruta
04299,29 C°,500,0.6,217.5,13.4,215.9,00:59:23,06/03/19,44%,23 C°,Limoeiro do Norte,['neutro'],Falso,13.9,84%,Melancia,Banana: Fruta
41104,32 C°,300,1.0,695.5,5.0,693.7,23:40:02,08/04/20,29%,24 C°,Limoeiro do Norte,['ácido'],Falso,14.8,26%,Cana-de-Acucar,Milho: Cereal
69989,19 C°,260,1.7,277.3,6.5,276.8,15:42:08,02/05/21,46%,20 C°,Limoeiro do Norte,['ácido'],Falso,5.5,80%,Feijao,Abacaxi: Fruta
76403,25 C°,140,0.2,401.1,16.7,400.1,00:49:52,12/11/18,38%,24 C°,Limoeiro do Norte,['alcalino'],Falso,8.9,90%,Banana,Mamao: Fruta
40349,32 C°,820,1.2,646.1,15.2,645.4,15:47:56,12/02/21,65%,22 C°,Limoeiro do Norte,['alcalino'],Falso,17.2,11%,Milho,Cana-de-Acucar: Cereal
85705,23 C°,820,1.7,296.5,6.6,295.1,04:16:20,27/10/22,57%,19 C°,Limoeiro do Norte,['neutro'],Falso,8.1,16%,Mamao,Feijao: Leguminosa
96623,23 C°,1000,1.7,690.8,10.7,690.5,08:59:35,19/11/23,63%,17 C°,Limoeiro do Norte,['alcalino'],Falso,9.1,37%,Banana,Mamao: Fruta
42458,20 C°,920,1.1,699.3,1.2,698.4,04:44:45,05/11/21,44%,17 C°,Limoeiro do Norte,['neutro'],Falso,15.2,39%,Cana-de-Acucar,Mamao: Fruta
02330,24 C°,940,0.8,504.5,4.2,503.4,02:03:54,08/02/22,43%,19 C°,Limoeiro do Norte,['ácido'],Falso,9.7,24%,Banana,Cana-de-Acucar: Cereal
62312,32 C°,140,0.6,203.8,9.7,202.2,15:40:42,30/11/20,49%,18 C°,Limoeiro do Norte,['ácido'],Falso,11.9,68%,Cana-de-Acucar,Banana: Fruta
11427,28 C°,100,1.3,372.2,1.7,371.6,07:56:39,18/01/20,73%,19 C°,Limoeiro do Norte,['ácido'],Falso,15.2,90%,Banana,Milho: Cereal
79430,29 C°,520,1.0,570.2,16.9,568.3,02:45:01,11/07/19,74%,19 C°,Limoeiro do Norte,['neutro'],Falso,3.9,62%,Mamao,Melancia: Fruta
06320,30 C°,300,1.1,788.7,14.4,787.2,23:51:11,26/04/21,55%,20 C°,Limoeiro do Norte,['neutro'],Falso,3.7,70%,Milho,Milho: Cereal
77125,32 C°,260,0.5,579.1,18.9,578.1,15:43:56,19/05/21,19%,21 C°,Limoeiro do Norte,['neutro'],Falso,8.6,36%,Melancia,Banana: Fruta
23169,30 C°,860,0.2,355.9,13.9,355.7,22:45:05,04/03/23,43%,18 C°,Limoeiro do Norte,['neutro'],Falso,16.2,39%,Banana,Banana: Fruta
75496,27 C°,540,0.6,580.4,18.8,579.6,05:26:19,06/05/18,60%,19 C°,Limoeiro do Norte,['ácido'],Falso,15.1,43%,Abacaxi,Cana-de-Acucar: Cereal
74410,23 C°,660,1.3,524.0,11.1,523.5,00:00:17,28/07/22,55%,18 C°,Limoeiro do Norte,['alcalino'],Falso,14.7,89%,Abacaxi,Melancia: Fruta
22307,17 C°,740,0.8,667.9,12.0,666.8,15:28:28,17/12/18,80%,19 C°,Limoeiro do Norte,['neutro'],Falso,12.8,64%,Cana-de-Acucar,Mamao: Fruta
72880,31 C°,980,1.8,264.2,19.5,262.7,11:16:43,15/04/22,56%,24 C°,Limoeiro do Norte,['alcalino'],Falso,13.7,30%,Milho,Mamao: Fruta
50875,22 C°,160,1.7,656.6,12.8,656.1,12:49:18,07/05/22,59%,21 C°,Limoeiro do Norte,['alcalino'],Falso,9.4,22%,Banana,Melancia: Fruta
57931,17 C°,480,0.7,524.8,0.6,523.3,07:00:28,08/09/18,69%,23 C°,Limoeiro do Norte,['alcalino'],Falso,16.2,44%,Melancia,Abacaxi: Fruta
22943,22 C°,680,0.9,777.8,14.5,776.7,17:02:43,23/06/19,11%,17 C°,Limoeiro do Norte,['alcalino'],Falso,4.9,22%,Mamao,Mamao: Fruta
05713,26 C°,440,0.9,405.1,18.1,404.3,01:40:15,13/10/19,33%,23 C°,Limoeiro do Norte,['ácido'],Falso,16.9,45%,Cana-de-Acucar,Mamao: Fruta
41461,17 C°,620,1.5,579.6,15.9,578.7,10:20:30,11/04/23,50%,17 C°,Limoeiro do Norte,['ácido'],Falso,10.0,47%,Mamao,Banana: Fruta
11365,30 C°,720,1.7,759.2,11.7,759.0,22:40:47,16/11/21,65%,17 C°,Limoeiro do Norte,['neutro'],Falso,11.9,64%,Melancia,Feijao: Leguminosa
84303,17 C°,900,0.7,261.5,13.4,259.9,03:46:37,29/07/23,66%,20 C°,Limoeiro do Norte,['ácido'],Falso,6.5,26%,Cana-de-Acucar,Feijao: Leguminosa
20644,19 C°,940,0.9,762.3,19.8,761.8,01:04:51,31/03/21,19%,23 C°,Limoeiro do Norte,['ácido'],Falso,3.5,72%,Banana,Banana: Fruta
25996,30 C°,620,1.4,612.7,1.8,610.9,23:49:52,10/07/20,64%,20 C°,Limoeiro do Norte,['neutro'],Falso,12.9,56%,Melancia,Mamao: Fruta
45216,25 C°,340,0.3,240.7,13.3,240.0,05:03:32,03/08/18,72%,19 C°,Limoeiro do Norte,['ácido'],Falso,12.0,46%,Melancia,Banana: Fruta
